x
LCMT2
DCHS2
HBB
OR51G2
RRM1
STIM1
PGAP2
NUP98
POLD3
CHRDL2
RNF169
P4HA3
PPME1
C2CD3
NA
PAAF1
MRPL48
CCDC122
LACC1
TSC22D1
NUFIP1
GPALPP1
KCTD4
GTF2F2
COG3
CBY2
SIAH3
ZC3H13
LCP1
LRRC63
RUBCNL
LRCH1
ESD
HTR2A
SUCLA2
ITM2B
RB1
LPAR6
CYSLTR2
CDADC1
SETDB2
RCBTB1
KPNA3
SPRYD7
KCNRG
DLEU7
RNASEH2B
FAM124A
SERPINE3
INTS6
TMEM272
ATP7B
ALG11
NEK3
CKAP2
VPS36
THSD1
FGL1
TPTE2
SLC25A15
MRPS31
FOXO1
COG6
LHFPL6
NHLRC3
PROSER1
STOML3
C4
FREM2
FDX1
ARHGAP20
RNF17
CENPJ
MPHOSPH8
PSPC1
IFT88
ZMYM2
GJA3
GJB6
CRYL1
EEF1AKMT1
XPO4
LATS2
SKA3
MRPL57
SACS
MIPEP
C1QTNF9
SPATA13
AMER2
NUP58
SHISA2
POL
ATP8A2
RNF6
CDK8
GPR12
USP12
RPL21
RASL11A
GTF3A
MTIF3
LNX2
FLT3
FLT1
SLC46A3
MTUS2
KATNAL1
USPL1
ALOX5AP
HSPH1
B3GLCT
FRY
ZAR1L
BRCA2
N4BP2L1
N4BP2L2
PDS5B
KL
STARD13
RFC3
NBEA
CCDC169
SPART
CCNA1
SMAD9
ALG5
EXOSC8
SUPT20H
POSTN
TRPC4
FCHSD2
SERPINH1
GDPD5
KLHL35
MAP6
DGAT2
P2RY3
SLCO2B1
UVRAG
WNT11
THAP12
EMSY
GUCY2F
TSKU
ACER3
OMP
CAPN5
MYO7A
PAK1
AQP11
CLNS1A
RSF1
AAMDC
INTS4
KCTD14
ALG8
USP35
GAB2
NARS2
TENM4
WASL
PICALM
SYTL2
TMEM126A
CCDC90B
ANKRD42
PCF11
DDIAS
PRCP
ME3
PRSS23
FZD4
CTSC
GRM5
TYR
NOX4
FOLH1
NAALAD2
CHORDC1
FAT3
SLC36A4
CEP295
TAF1D
C11ORF54
MED17
SLC5A7
HEPHL1
GPR83
MRE11
FUT4
ENDOD1
SESN3
CEP57
MTMR2
MAML2
CCDC82
CNTN5
ARHGAP42
PGR
TRPC6
CEP126
CFAP300
YAP1
ITA
TMEM123
MMP7
MMP27
MMP3
DYNC2H1
PDGFD
MSANTD4
KBTBD3
AASDHPPT
GUCY1A2
CWF19L2
ALKBH8
ELMOD1
SLC35F2
RAB39A
CUL5
ACAT1-A
NPAT
ATM
EXPH5
DDX10
ZC3H12C
RDX
PCDH8
ENOX1
DNAJC15
TNFSF11
AKAP11
DGKH
VWA8
SI
RGCC
NAA16
MTRF1
WBP4
ELF1
SUGT1
CNMD
OLFM4
PCDH17
DIAPH3
TDRD3
PCDH20
PCDH9
KLHL1
BORA
DIS3
PIBF1
KLF5
TBC1D4
COMMD6
LMO7
ACOD1
GATD3A
CLN5
FBXL3
MYCBP2
SLAIN1
EDNRB
OBI1
RBM26
SLITRK1
SLITRK6
LLGL1
SPRY2
SLITRK5
DCT
TGDS
GPR180
ABCC4
CLDN10
DZIP1
DNAJC3
HS6ST3
OXGR1
IPO5
FARP1
DOCK9
GPR18
GPR183
TM9SF2
CLYBL
PCCA
GGACT
TMTC4
NALCN
ITGBL1
TPP2
METTL21C
TEX30
POGLUT2
BIVM
ERCC5
METTL21E
SLC10A2
PHIP
LIG4
TNFSF13B
ING1
CARS2
RAB20
COL4A2
COL4A1
MYO16
ATP11A
F7
F10
PROZ
PCID2
CUL4A
LAMP1
GRTP1
ADPRHL1
TMCO3
ATP4B
TMEM255B
GAS6
RTASE
RASA3
CDC16
UPF3A
CHAMP1
SEPTIN10
SH3RF3
EDAR
SETMAR
PLCG1
RANBP2
GCC2
SULT1C1
ST6GAL2
UXS1
ECRG4
NCK2
FHL2
RCJMB04_12M8
TGFBRAP1
MRPS9
TMEM182
MFSD9
SLC9A2
SLC9A4
IL18RAP
IL18R1
IL1RL1
IL1R1
IL1R2
RFX8
CREG2
CNOT11
TBC1D8
RPL31
NPAS2
PDCL3
CHST10
REV1
EIF5B
MRPL30
MITD1
LIPT1
TSGA10
CRACDL
UNC50
INPP4A
TMEM131
VWA3B
UBE3A
ATP10A
GABRB3
GABRA5
GABRG3
OCA2
HERC2
NIPA1
NIPA2
FNDC9
CYFIP1
TUBGCP5
SLC9A7
RP2
JADE3
RGN
PLCXD1
GTPBP6
STAG2
CRLF2
IL5RA
CSF2RA
SLC25A6
ASMTL
AKAP17A
ASMT
ZBED1
GYG2
ARSD
MXRA5
NLGN4X
PNPLA4
TBL1X
GPR143
SHROOM2
WWC3
CLCN4
MID1
ARHGAP6
MSL3
FRMPD4
PRPS2
TLR7
EGFL6
TCEANC
RAB9A
TRAPPC2
OFD1
GPM6B
GEMIN8
GLRA2
FANCB
MOSPD2
ASB11
PIGA
VEGFD
ACE2
CLTRN
ZRSR2
GRPR
CTPS2
SYAP1
TXLNG
REPS2
NHS
RAI2
SCML2
CDKL5
PPEF1
PHKA2
ADGRG2
PDHA1
MAP3K15
SH3KBP1
BCLAF3
MAP7D2
EIF1AY
RPS6KA3
CNKSR2
KLHL34
MBTPS2
SMS
PHEX
PTCHD1
ACOT9
APOO
KLHL15
EIF2S3
ZFX
SLC51A
PDK3
PCYT1B
POLA1
IL1RAPL1
NR0B1
CXORF21
GK
TAB3
DMD
CFAP47
PRRG1
XK
DYNLT3
SYTL5
SRPX
RPGR
OTC
TSPAN7
BCOR
ATP6AP2
MED14
USP9X
RPL8
DDX3X
NYX
MAOA
MAOB
NDP
EFHC2
FUNDC1
KDM6A
DIPK2B
CD274
PWP2
TRAPPC10
AGPAT3
PDXK
RRP1B
HSF2BP
SIK2
CRYAA
CBS
PKNOX1
NDUFV3
WDR4
SLC37A1
RSPH1
UBASH3A
TMPRSS3
ABCG1
UMODL1
ZBTB21
C2CD2
PRDM15
RIPK4
TMPRSS2
MX
BACE2
DSCAM
IGSF5
LCA5L
HMG14
BRWD1
PSMG1
ETS2
KCNJ15
KCNJ6
DYRK1A
VPS26C
TTC3
HLCS
SIM2
CLDN14
CHAF1B
MORC3
DOP1B
CBR1
SETD4
RUNX1
CLIC6
RCAN1
KCNE1
KCNE2
SLC5A3
ATP5PO
CRYZL1
DONSON
SON
GART
DNAJC28
TMEM50B
IFNGR2
IFNAR1
IL10RB
IFNAR2
PAXBP1
SYNJ1
CFAP298
EVA1C
URB1
HUNK-A
SCAF4
SOD1
TIAM1
CLDN8
BACH1
MAP3K7CL
CCT8
USP16
RWDD2B
LTN1
N6AMT1
ADAMTS5
APP
GABPA
ATP5PF
JAM2
MRPL39
TMPRSS15
CHODL
EURL
CXADR
USP25
NRIP1
HSPA13
RBM11
LIPH
ROBO1
GBE1
VGLL3
CHMP2B
POU1F1
HTR1F
CD200R1
PDZK1
GPR89
GJA8
GJA5
BCL9
POGLUT1
CD80
ADPRH
IGSF3
PTGFRN
CD2
ZNF3
ILDR2
MAEL
GPA33
DUSP27
POU2F1
