x
UGT1A6
NA
CCDC81
CYP2H1
PARP15
SCLT1
RANBP2
GAG
GAG-POL
ITPRIPL1
ATAD2
PDXDC1
NTAN1
RRN3
TMEM238
RSL1D1
GSPT1
SNX29
CPPED1
SHISA9
POL
ERCC4
MRTFB
PARN
BFAR
ZC3H7A
TXNDC11
SNN
LITAF
USP42
EIF2AK1
AIMP2
PMS2
RSPH10B
CCZ1
LMTK2
BHLHA15
TECPR1
BAIAP2L1
NPTX2
TMEM130
TRRAP
FAM20C
FOXL3
PDGFA
DNAAF5
SUN1
GET4
ADAP1
COX19
CYP2W1
GPR146
GPER1
ZFAND2B
MICALL2
MAFK
TMEM184A
PSMG3
ELFN1
MAD1L1
MRM2
NUDT1
SNX8
EIF3B
CHST12
HCRTR2
GRIFIN
LFNG
TTYH3
IQCE
BRAT1
AMZ1
GNA12
CARD11
SDK1
CYP3A24
FOXK1
AP5Z1
RADIL
MMD2
WIPI2
SLC29A4
TNRC18
FBXL18
RNF216
UTS2R
SMURF1
KPNA1
ARPC1B
PDAP1
BUD31
PTCD1
CPSF4
KCNJ12
NATD1
TMEM11
DHRS7B
USP22
TNFRSF13B
MPRIP
PLD6
FLCN
COPS3
NT5M
PEMT
MED9
RASD1
RAI1
SREBF1
TOM1L2
DRC3
ATPAF2
DRG2
MYO15A
ALKBH5
LLGL1
FLII
MIEF2
TOP3A
SMCR8
SHMT1
CMLKR1
PRPSAP2
SLC5A10
FAM83G
GRAP
EPN2
B9D1
CACNA1H
C1QTNF1
SSTR5
LMF1
GNG13
CHTF18
RPUSD1
MSLNL
CIAO3
HAGHL
HAGH
FAHD1
MEIOB
HS3ST6
TEX2
RPL3L
NDUFB10
RPS2
TBL3
NOXO1
GFER
SYNGR3
ZNF598
SLC9A3R2
NTHL1
TSC2
PKD1
RAB26
TRAF7
CASKIN1
HEXD
MLST8
BRICD5
E4F1
ZDHHC4
GRID2IP
SLC5A11
ARHGAP17
LCMT1
PRKCB
CACNG3
RBBP6
TNRC6A
PALB2
PLK1
ERN1
EARS2
COG7
SCNN1B
SCNN1G
USP31
HS3ST4
KDM8
NSMCE1
IL4R
IL21R
IL9R
PDPK1
KCTD5
UBE2I
TSR3
GNPTG
UNK
BMERB1
MARF1
NDE1
MYH11
CEP20
ABCC1
ABCC6
NOMO1
XYLT1
ARL6IP1
SMG1
CLEC19A
SYT17
COQ7
TMC7
TMC5
GDE1
CCP110
VWA3A
SDR42E2
EEF2K
POLR3E
CDR2
MFSD13A
METTL9
IGSF6
OTOA
KDELR2
DAGLB
RAC1
SMIM10L2B
RMI2
SOCS1
CLEC16A
CIITA
NUBP1
TEKT5
EMP2
GRIN2A
MAP1A
C16ORF72
USP7
CARHSP1
PMM2
TMEM186
ABAT
METTL22
TMEM114
IL20RB
KIAA0556
GTF3C1
RHBDF1
MPG
NPRL3
HBAD
HBAA
PGAP6
MRPL28
PDIA2
RGS11
FAM234A
LUC7L
PERCC1
CLCN7
PTX4
ECI1
DNASE1
C7ORF26
NAA60
NUDT16L1
MGRN1
UBALD1
CDIP1
HMOX2
SLX4
TRAP1
CREBBP
ADCY9
SRL
TFAP4
PAM16-A
CORO7
VASN
DNAJA3
NMRAL1
NLRC3
GCGR
ANKS3
NDK
SBK1
XPO6
NME4
DECR2
RAB11FIP3
MYADM
CFAP70
WDR90
RHBDL1
STUB1
WDR24
FBXL16
ANTKMT
CCDC78
IGFALS
NUBP2
SPSB3
EME2
UBN1
PPL
STXBP4
NAGPA
ALG1
EEF2KMT
NDUFB6
CAPN15
PRR35
NHLRC4
PIGQ
RAB40C
WFIKKN1
