x
EFEMP1
BCL11A
REL
KIAA1841
MAPK15
CCDC166
COL14A1
MTBP
SNTB1
KLHL38
ANXA13
FAM91A1
RNF139
SQLE
WASHC5
TG
SLA
TRAPPC9
GPR20
PTP4A3
RPS6
PSCA
LYPD2
LY6E
EEF1D
ENPP2
TNFRSF11B
CSMD3
SYBU
OXR1
ZFPM2
DCSTAMP
ODF1
NCALD
ANKRD46
SPAG1
STK3
NIPAL2
RPL30
MATN2
TP53INP1
CADN
RAD54B
GEM
RMDN1
CA3
SLC7A13
IMPA1
STAU2
RPL7
XKR9
MYBL1
VXN
DNAJC5
CHD7
CYP7A1
XKR4
LOXHD1
RP1
RGS20
CLCD
SPIDR
DTNA
DSG2
DSG4
SS18
ZNF521
IMPACT
LAMA3
COLEC12
CLUL1
MYOM1
TMEM200C
ARHGAP28
PIEZO2
GNAL
MPPE1
CEP76
RNMT
TGM5
RTTN
CNDP1
ALG2
SEC61B
INVS
EXOC3
CLPTM1L
CHMP5
ZNF830
PCBP3
COBL
ABCA13
NSUN2
FASTKD3
ATPSCKMT
MARCHF6
ROPN1L
FBXL7
CDH20
RELCH
PHLPP1
VPS4B
SERPINB14B
MYLK4
IRF4
NQO2
PXDC1
ECI2
TXNDC5
C1ORF216
GCNT2
SYCP2L
NEDD9
EDN1
TRNAU1APL
RBM24
KIF13A
TPMT
DEK
NRSN1
YVCT
ADNP2
LRRC14B
BRD9
TRIP13
NFX1
TNS3
CNTNAP2
CUL1
PTPN13
CEP44
ENPP6
IRF2
GSTCD
HGSNAT
POMK
PURG
ZNF827
SMAD1
OTUD4
MGST2
SETD7
AADAT
MSMO1
HELQ
SRP72
TNKS
RSPH4A
MTUS1
SLC7A2
MTMR7
PDGFRA
N4BP2
KLHL5
ADGRA3
LAP3
TAPT1
JAKMIP1
WFS1
GPR26
ADRA2C
ADD1
IMMT
CHMP3
LZTS3
EXOC6B
HTRA2
OGA
CRYZ
EFCAB7
NFIA
CYP2J2
OMA1
PARS2
HSPB11
GLIS1
COA7-A
GPX7
ORC1
MOB3C
DMBX1
IPP
ERI3
DPH2
PTPRF
DNAJB4
SSX2IP
LPAR3
LRRC8B
ZNF644
BRDT
SNX7
GLRX2
TADA1
PRRC2C
C1ORF112
METTL18
CENPL
SERPINC1
MAT1A
EXOSC3
PRXL2A
GRID1
PSAP
CDH23
NPFFR1
DUSP13
NDST2
ZSWIM8
SYNPO2L
CYP2C8
PITX3
SEC31B
FRMPD2
KNDC1
CUTC
COX15
HPS1
ANKRD2
ARHGAP19
POLL
SFXN2
CYP17A1
BORCS7
NT5C2
SH3PXD2A
CCDC186
CCDC172
FAM204A
CHST15
ALDH18A1
FEN1
NUP160
MTCH2
GATD1
DISP2
KNSTRN
PCMT1
BBOX1
LIN7C
KCNA4
FSHB
FANCF
IGHMBP2
BTBD10
IRAG1
WEE1
DENND2B
PLEKHA7
RPLP2
RAB3IL1
BEST1
FTH
INCENP-A
INCENP
CCND1
SLC1A2
ALKBH3
C1QTNF4
RAPSN
SLC39A13
MADD
LRP4
PPP1R14D
TYRO3
TTBK2
PCNX1
GREM1
AQR
PRORP
TTC6
SSTR1
ZDHHC22
AHSA1
FLRT2
FOXN3
KCNK13
ATG2B
CCNK
TNFAIP2
BAG5
PLD4
SYNE2
GPHB5
PCNX4
RTN1
L3HYPDH
CGRRF1
L2HGDH
NIN
TXNDC16
PRPF39
GLI3
CDK13
POU6F2
NT5C3A
RPSA
CCR8
TOPBP1
DNAJC13
MRPL3
METTL6
RPL14
POMGNT2
ABHD5
CMC1
RPL15
CHN2
GSDME
MEOX2
ASB4
PON2
BET1
AKAP9
CROT
KIAA1217
ARHGAP21
ENKUR
THNSL1
ACBD5
ERYA
ZEB1
CUL2
NCAPG2
HTR5A
NUB1
EXOG
XIRP1
ZNF160
CCM2
JMJD4
WNT9A
WNT3A
OBSCN
ACKR2
HIGD1A
HHATL
KLHL40
NKTR
MINDY4
ELP6
MAP4
CCDC138
UGT1A1
ACKR3
CPS1
DUSP19
MYO1B
FASTKD2
TTN
MYLK
CSRNP3
FIGN
SPEG
GLB1
CRYBA2
TTLL4
CATIP
CNTNAP5
NIFK
CEP70
NCKAP5
MGAT5
R3HDM1
VWDE
FMNL2
GALNT13
GPD2
C3ORF33
RNF13
EIF2A
GPR87
SLC33A1
GFM1
ARL14
OTOL1
MEGF6
SAMD7
SKIL
MFN1
ATP11B
AHSG
PLSCR5
ATR
FAM124B
ADIPOQ
PLAAT1
TMEM207
P3H2
KLHL6
SAP130
AMMECR1L
SCLY
STAG1
PCCB
ARMC8
EHHADH
CEP63
DNAJB11
PFKL
PROCR
GAL3ST2
HTR2B
CAPN10
PSMD2
MAN2A2
CTSH
SPG11
PAQR5B
INTS14
DPP8
IGDCC3
KBTBD13
PLEKHO2
SNRPA1
CERS3
LYSMD4
HAPLN3
RERGL
BCL2A1
FAH
TMC3
BCOR
CDC42SE2-C
MYO5A
DNAAF4
AQP9
APBA2
FAN1
HYKK
ETFA
PEAK1
LINGO1
STOML1
CSK
MPI
NPTN
PKM
TRIP4
DUOXA2
FANCD2
NISCH
GNL3
GLT8D1
ZMYND10
NPRL2
DOCK3
UBA1
RNF123
PPM1M
IPPK
ASPN
OMD
PLXNA1
MKRN2OS
CNBP
DNAH7
PDE12
ARF4
KBTBD12
TMEM43
CCDC174
CPNE9
HMCES
ADAMTS9
EOGT
LMOD3
CETA
SRGAP3
IRF8
CRISPLD2
WFDC1
BEAN1
CEP89
SLC7A9
RGS9BP
C19ORF12
UQCRFS1
ZNF423
HEATR3
CYLD
LPCAT2
PRMT7
SLC7A6OS
KATNB1
CIAPIN1
PARD6B
PSKH1
EXOC3L1
CTCF
ATP6V0D1
SNRK
SETD6
CMTR2
VAC14
MLKL
SLC12A3
NUP93
CHST5
PHLPP2
ZFHX3
NOB1
TERF2
ZNF276
FBXO31
YIPF6
MSN
P2RY4
PDZD11
KIF4
LPAR4
ERCC6L
FAAH2
FRMPD3
IL2RG
NIPA2
TAF7
MTCP1
KLHL13
DOCK11
GPC3
MAP7
VGLL1
XKRX
ARHGAP6
KDRL
AMOT
ACSL4
ATP1B4
TMEM255A
ZBTB33
TMCO6
SPDL1
IL12B
GRPEL2
STC2
SFXN1
N4BP3
LMAN2
DDX41
FAM193B
ZFYVE28
RNF44
NOP16
SIMC1
SPINK5
RNF145
LSM11
CYFIP2
MED7
SYNPO
NDST1
NPY2R
MGAT4B
RUFY1
WNT8C
SPOCK1
DDX46
SEC24A
LEF1
KCTD16
JAKMIP2
BMP7
SPO11
BCL2L1
HELZ2
ARFRP1
RHBG-B
NPBWR2
PXDN
PPP1R3D
ZNFX1
OCSTAMP
DTNBP1
SRC
AHCY-A
TOX2
PTPRT
NCOA6
L3MBTL1
PPM1F
ZDHHC8
PGAM5
DHX37
SNRNP35
CDK2AP1
MPHOSPH9
ABCB9
SETD1B
CFAP251
LRRC43
RSRC2
ERP29
MVK
MYO18B
HPS4
SRRD
THADA
GSC2
MMP11
SLC2A9
MIF
TBX6L
PISD
RNF10
GATC
PRODH
MED13L
GLP2R
DNAH9
TBC1D24
HEXD
TRIM65
GALK1
SOCS3
C1QTNF1
CCDC40
SGSH
SLC26A11
RNF213
ABCA5
HELZ
DDX5
C17ORF75
DGKE
ANKFN1
EPN3
EME1
GRIN2C
MRPL58
MCHR1
GPR21
CNTRL
QSOX2
CARD9
ENTR1
SEC16A
MRPS2
CACFD1
STKLD1
SURF2
SURF1
MED22
SURF6
TSC1
GTF3C4
DDX31
PRRT1B
PLPP7
ASB6
DOLK
ODF2
PTGES2
SLC27A4
SH2D3C
TNC
TRIM32
ANAPC2
PRPF4
ENTPD8
EXD3
AJM1
PHPT1
MKS1
BAZ1B
CLDN3
SBDS
NCF1
MYBBP1A
CYB5D2
HSD3B7
SRRM3
STYXL1
RFFL
CCL3
INPP5K
SLC43A2
TLCD2
WDR81
SMYD4
RPA1
SRR
KIF12
NEK8
NUFIP2
TTC19
TRPV2
TRPV3
SPATA22
SLC47A2
MRM3
GLOD4
RNFT1
BCAS3
LYRM9
ATP2B4
TSPO
IP6K3
ZNF76
AP4B1
HSD11B1
LAMB3
CR1
EIF2D
SLC26A9
RAB29
DSTYK
UBE2T
LMOD1
DRAM2
KRT12
KRT20
TTC25
GHDC
NAGLU
AARSD1
RUNDC1
MLLT6
SKAP1
MRPL10
MRPL45
FAM117A
KANSL1
TLK2
FTSJ3
PLEKHM1
PSMD11
FMNL3
CCDC103
SDHB
NOL9
ICMT
CEP104
HES5
SKI
MRPL20
LPAR6
TNFRSF4
PTPN11
PERM1
KLHL17
GPR157
CTNNBIP1
KIF1B
SST2
ZBTB17
HSPB7
EMC1
MRTO4
AKR7L
SLC66A1
DNAJC16
CASP9
AADACL4
NPPA
AGTRAP
FBXO2
LINGO3
NFIL3
MICOS13
GZMB
MFSD12
KCNV2
SUGP1
BORCS8
ARMC6
DDX49
COPE
PIK3R2
ENC1
MYO9B
LSM7
UBAP2L
ZNF687
DAP3
PRPF3
METTL7A
VDR
C2CD2L
DPAGT1
ARHGAP32
THYN1
B3GAT1
TRIM29
THY1
C1QTNF5
UBE4A
ZBTB16A
PCSK7
MPZL2
ARCN1
NCAM1
PIH1D2
HSPB2
PIGV
CNKSR1
HIVEP3
EYA3
RLF
GPN2
KDF1
WDTC1
MAP3K6
OPRD1
MECR
PTPRU
GJA9
EPHA7
CSF3R
MRPS15
TRAPPC3
GJB3
SMAP2
FAM167A
BSDC1
RBBP4
CNR2
SLC18A1
LSM1
LAMTOR2
SLC25A44
COPA
BKJ
KRT75
AQP5
